Vehicle_ID,Engine_Temperature,Vibration,Battery_Voltage,Engine_Load,RPM,Oil_Quality_Index,Mileage_km,Vehicle_Age_Years,Failure_Status
V5940,89.7,3.216,13.75,99.4,2788.0,70.4,51151.0,3.03,0
V5941,83.35,3.456,12.44,86.8,1338.0,83.4,158247.0,2.23,0
V5942,,1.482,13.6,95.8,2226.0,80.8,15276.0,1.33,0
V5943,79.17,1.344,13.09,39.5,1846.0,87.1,75974.0,2.74,0
V5944,113.43,6.299,11.51,23.4,3192.0,79.9,51056.0,12.15,1
V5945,105.38,9.031,12.19,81.7,2072.0,79.0,13744.0,11.89,1
V5946,79.08,0.355,13.33,80.8,2571.0,65.9,17250.0,1.31,0
V5947,74.32,4.087,12.35,29.0,2699.0,78.1,30179.0,8.62,0
V5948,81.91,1.672,13.22,78.8,2013.0,69.9,70583.0,8.37,0
V5949,98.84,4.027,,62.4,2665.0,59.0,92586.0,1.15,1
V5950,86.92,0.107,13.6,19.9,2721.0,79.5,45224.0,3.65,0
V5951,108.7,4.338,11.58,55.2,2595.0,59.7,57538.0,8.16,1
V5952,91.32,1.257,13.39,93.8,1939.0,74.4,13784.0,2.89,0
V5953,92.76,0.174,12.74,55.6,1485.0,69.5,60804.0,1.85,0
V5954,97.26,7.475,11.44,81.0,3269.0,66.6,41797.0,4.21,1
V5955,73.89,2.32,12.85,12.6,2055.0,96.1,11350.0,0.76,0
V5956,105.32,2.979,10.74,75.5,2702.0,99.6,134977.0,0.71,1
V5957,109.26,7.091,12.32,95.2,1968.0,70.5,32364.0,7.15,1
V5958,86.44,6.951,10.63,55.0,3249.0,90.0,71196.0,0.17,1
V5959,89.02,0.596,13.16,40.4,1951.0,51.3,33558.0,6.51,0
V5960,82.45,3.784,12.8,68.2,2250.0,57.3,121595.0,1.37,0
V5961,76.76,0.45,12.86,92.5,3361.0,74.1,6854.0,2.64,0
V5962,95.39,5.351,11.47,25.9,1401.0,59.0,35550.0,3.14,1
V5963,93.78,8.596,11.08,46.3,2803.0,80.6,1146.0,5.83,1
V5964,79.75,3.103,13.27,24.1,2187.0,79.3,9895.0,8.61,0
V5965,97.36,3.634,11.66,54.7,2554.0,74.3,14847.0,6.52,1
V5966,86.43,8.72,11.11,58.6,2026.0,100.0,28792.0,3.4,1
V5967,103.63,5.133,11.92,95.0,3018.0,80.5,77209.0,1.71,1
V5968,82.64,0.875,13.82,47.1,1794.0,83.6,28286.0,2.99,0
V5969,96.62,1.177,14.21,61.0,2219.0,82.3,37066.0,0.12,0
V5970,97.23,1.144,12.84,89.7,2668.0,61.5,115998.0,1.12,0
V5971,84.35,7.332,13.11,38.9,1790.0,100.0,63575.0,1.82,0
V5972,76.93,3.066,13.15,70.7,2264.0,53.9,2318.0,1.54,0
V5973,68.31,3.144,13.4,78.1,1687.0,79.3,8737.0,0.4,0
V5974,73.22,2.784,14.05,39.7,1999.0,86.2,1754.0,0.21,0
V5975,74.01,2.442,13.29,24.8,3512.0,89.8,3220.0,2.18,0
V5976,111.29,4.151,11.46,55.3,2871.0,70.3,18620.0,0.31,1
V5977,95.19,4.377,10.44,42.1,2533.0,86.2,58564.0,1.35,1
V5978,88.12,2.609,14.23,34.0,2385.0,59.3,12608.0,2.58,0
V5979,67.24,6.221,12.71,97.6,1417.0,100.0,22412.0,0.94,0
V5980,89.32,6.763,9.95,55.2,2107.0,72.6,22530.0,0.33,1
V5981,104.58,7.938,9.5,87.1,2661.0,67.5,40156.0,2.26,1
V5982,87.29,0.342,13.2,27.6,1979.0,65.4,100538.0,2.38,0
V5983,83.82,2.522,12.24,94.5,2380.0,79.5,183960.0,9.89,0
V5984,89.52,1.288,13.03,81.5,1698.0,51.3,41755.0,0.55,0
V5985,98.09,0.833,12.1,82.8,1656.0,88.3,31650.0,3.82,0
V5986,90.57,8.374,12.09,45.1,3341.0,66.0,51539.0,1.54,1
V5987,85.55,,13.34,53.7,3265.0,94.6,49622.0,0.53,0
V5988,86.54,3.061,13.11,63.4,2157.0,56.4,33400.0,2.0,0
V5989,117.22,6.108,11.4,81.1,1811.0,77.0,60095.0,2.23,1
V5990,68.21,0.594,13.53,86.4,1729.0,,30413.0,1.81,0
V5991,99.27,6.848,11.84,17.0,2401.0,84.9,253943.0,5.81,1
V5992,84.08,1.516,12.89,91.4,3167.0,67.2,2261.0,7.31,0
V5993,89.53,3.727,12.69,94.4,1851.0,56.5,26351.0,0.64,0
V5994,79.74,0.961,12.84,63.4,2300.0,68.1,22765.0,0.74,0
V5995,84.61,1.308,14.12,26.8,2274.0,92.5,66195.0,2.19,0
V5996,104.79,4.401,12.14,83.7,3033.0,100.0,9528.0,1.54,1
V5997,113.05,4.312,10.81,59.4,2340.0,50.7,25618.0,6.85,1
V5998,105.75,5.057,11.11,83.5,1502.0,63.9,53872.0,20.0,1
V5999,78.22,0.268,12.83,83.3,2576.0,49.0,41594.0,0.8,0
V6000,81.61,0.707,12.52,17.8,2285.0,66.8,35448.0,5.75,0
V6001,97.35,5.518,12.43,64.6,1766.0,65.4,25688.0,3.74,1
V6002,70.63,3.148,12.15,53.5,2730.0,57.1,62746.0,4.14,0
V6003,82.36,2.201,12.93,95.2,2044.0,99.9,46785.0,1.23,0
V6004,90.86,2.892,13.61,36.7,2367.0,92.2,93471.0,0.41,0
V6005,74.81,1.443,12.62,28.5,2272.0,78.7,59423.0,3.13,0
V6006,93.39,0.241,13.26,90.7,2051.0,73.3,6808.0,3.8,0
V6007,88.9,1.595,12.98,23.4,1794.0,88.4,43487.0,13.19,0
V6008,79.13,1.625,12.98,71.8,2480.0,,2050.0,4.5,0
V6009,83.87,4.488,13.31,37.0,1590.0,78.6,22050.0,2.35,0
V6010,105.1,,10.95,61.1,2664.0,65.9,23892.0,20.0,1
V6011,90.87,0.767,13.72,65.5,1773.0,100.0,86860.0,1.87,0
V6012,85.07,0.167,11.86,47.6,1618.0,54.6,8951.0,0.71,0
V6013,83.1,1.837,13.68,97.7,2901.0,70.9,46419.0,3.85,0
V6014,101.01,2.145,11.87,21.9,2247.0,55.6,9615.0,1.24,1
V6015,80.91,5.913,13.28,45.2,1248.0,86.3,133627.0,10.21,0
V6016,68.16,4.582,13.97,48.7,2194.0,86.2,33928.0,2.23,0
V6017,101.34,0.593,13.71,66.8,2506.0,,55428.0,0.65,0
V6018,86.24,3.213,13.49,46.7,2519.0,56.4,46800.0,0.61,0
V6019,102.83,5.284,10.79,18.7,1813.0,69.2,16285.0,4.2,1
V6020,84.54,2.787,12.78,95.3,1884.0,,104159.0,1.82,0
V6021,79.12,9.78,13.5,47.4,2282.0,76.0,44408.0,1.81,0
V6022,83.51,1.884,13.27,40.8,2719.0,99.3,32130.0,3.79,0
V6023,72.2,3.492,13.18,50.2,1542.0,84.9,33819.0,1.0,0
V6024,110.52,6.529,11.11,29.5,1571.0,86.4,99611.0,0.63,1
V6025,75.12,2.619,12.76,19.0,2885.0,74.9,2742.0,4.28,0
V6026,90.36,8.933,10.37,23.4,2809.0,100.0,22174.0,0.1,1
V6027,81.48,2.347,13.39,25.0,1729.0,76.7,82926.0,9.52,0
V6028,95.3,3.698,12.89,27.8,2006.0,85.9,1721.0,0.81,0
V6029,90.93,2.083,11.22,47.8,3254.0,91.5,45872.0,2.38,1
V6030,75.11,0.702,11.91,66.2,2640.0,74.2,23233.0,0.95,0
V6031,95.03,2.964,13.06,66.6,2175.0,78.1,10300.0,0.98,0
V6032,101.15,3.192,10.18,10.0,2771.0,66.5,42535.0,7.21,1
V6033,89.31,2.045,12.74,92.9,1959.0,75.3,80020.0,3.52,0
V6034,90.73,1.564,13.48,84.1,2279.0,97.0,28344.0,1.49,0
V6035,115.31,7.989,11.4,96.8,2045.0,92.5,7141.0,1.16,1
V6036,107.89,3.237,12.22,42.4,2554.0,85.3,16448.0,0.96,1
V6037,93.05,10.561,11.0,69.8,2551.0,88.7,179194.0,3.23,1
V6038,106.05,4.947,10.13,25.1,2312.0,74.4,5299.0,5.25,1
V6039,98.45,4.9,12.05,83.5,2452.0,89.2,7884.0,1.17,1
V6040,102.79,6.14,12.18,24.5,2768.0,72.7,208040.0,1.62,1
V6041,86.57,4.447,9.72,39.3,2433.0,50.5,96207.0,5.1,1
V6042,83.64,0.732,12.94,54.2,2313.0,100.0,55261.0,5.35,0
V6043,78.5,1.742,13.15,63.5,2413.0,71.9,7365.0,0.93,0
V6044,91.62,1.073,13.26,60.4,2806.0,90.8,12382.0,1.93,0
V6045,107.29,6.165,11.86,19.2,1738.0,69.6,8940.0,8.16,1
V6046,68.4,2.479,11.94,48.0,2408.0,34.6,44858.0,5.39,0
V6047,84.82,3.792,12.98,93.1,1257.0,73.9,22902.0,0.71,0
V6048,109.27,6.12,11.97,88.5,2059.0,47.4,2203.0,1.95,1
V6049,96.18,5.221,13.2,63.2,3143.0,86.3,15494.0,14.49,1
V6050,90.83,4.096,14.62,61.5,1805.0,71.6,88686.0,2.98,0
V6051,87.81,4.534,13.39,20.1,1384.0,93.3,71543.0,5.08,0
V6052,86.65,1.456,11.53,28.0,1727.0,78.5,46352.0,0.39,1
V6053,82.83,2.715,13.41,32.7,2556.0,59.5,4024.0,7.15,0
V6054,86.62,8.892,10.43,53.9,2134.0,85.0,96471.0,3.71,1
V6055,76.03,1.72,12.68,75.8,1697.0,51.6,34411.0,0.77,0
V6056,90.67,2.054,12.02,51.5,2804.0,70.4,30706.0,1.91,0
V6057,97.04,3.433,12.05,21.3,2414.0,47.0,122358.0,0.35,1
V6058,83.89,2.284,12.27,49.5,1622.0,80.3,500.0,6.0,0
V6059,94.59,1.941,11.06,24.6,2089.0,78.7,36526.0,5.46,1
V6060,93.85,4.933,12.03,77.6,3266.0,76.9,70497.0,2.7,1
V6061,93.38,3.327,12.98,25.0,2045.0,61.0,2961.0,2.41,0
V6062,98.57,5.39,12.06,53.4,1353.0,95.3,19885.0,2.49,1
V6063,74.27,6.258,13.2,72.4,2435.0,88.6,170711.0,0.15,0
V6064,90.95,,12.25,30.5,2391.0,78.5,10709.0,1.84,0
V6065,83.36,3.712,14.04,16.8,2866.0,,34089.0,0.55,0
V6066,85.25,0.178,12.38,60.7,2004.0,69.8,61681.0,0.82,0
V6067,97.86,2.163,13.02,14.9,2421.0,74.8,22271.0,13.09,0
V6068,,0.134,13.37,62.9,2323.0,,23582.0,1.21,0
V6069,87.31,2.275,13.41,77.8,2197.0,87.8,2941.0,2.64,0
V6070,81.11,5.53,11.63,39.6,2362.0,93.9,9488.0,8.75,1
V6071,83.24,1.599,12.04,54.0,2501.0,100.0,95641.0,2.13,0
V6072,,3.795,10.42,93.6,2475.0,69.8,76747.0,3.01,1
V6073,72.56,3.501,13.08,52.4,2659.0,95.7,16350.0,0.74,0
V6074,,0.1,13.29,99.7,1060.0,96.6,21636.0,1.34,0
V6075,98.73,2.193,12.16,24.1,1452.0,65.5,26125.0,2.82,1
V6076,85.33,5.213,12.69,73.8,2307.0,59.9,19105.0,1.82,0
V6077,93.3,0.715,12.46,68.7,2258.0,91.3,47748.0,0.16,0
V6078,87.68,1.184,12.67,88.5,1692.0,66.8,581.0,2.05,0
V6079,96.82,0.258,14.36,18.3,2033.0,64.0,95475.0,6.75,0
V6080,91.82,3.897,13.42,35.2,1787.0,87.2,16092.0,0.49,1
V6081,86.09,1.92,12.9,21.9,2494.0,54.2,92639.0,0.1,0
V6082,95.66,12.876,12.11,94.0,1754.0,68.3,27263.0,0.51,1
V6083,76.45,2.789,12.66,48.4,2307.0,47.0,67391.0,4.64,0
V6084,103.77,,11.76,91.9,2713.0,62.4,78635.0,6.33,1
V6085,103.6,0.459,12.17,36.5,1765.0,65.1,16133.0,0.2,0
V6086,92.22,1.671,11.29,21.4,1530.0,63.7,46015.0,8.74,1
V6087,89.04,0.992,13.61,36.7,1819.0,68.5,42075.0,3.95,0
V6088,85.68,0.203,12.8,63.7,1765.0,44.2,29083.0,2.92,0
V6089,79.29,0.693,13.37,86.1,2220.0,59.9,28533.0,1.17,0
V6090,70.43,1.492,12.66,44.7,1349.0,95.2,16386.0,1.86,0
V6091,79.35,1.679,13.18,92.3,3003.0,79.5,16710.0,11.75,0
V6092,73.86,3.457,12.71,32.0,1572.0,67.3,35748.0,9.7,0
V6093,115.64,7.687,11.45,72.4,1525.0,65.2,1476.0,3.93,1
V6094,84.08,1.648,12.24,76.2,2231.0,86.5,122086.0,3.46,0
V6095,82.23,,12.39,34.7,2139.0,76.3,47239.0,0.95,0
V6096,92.11,1.453,13.78,12.4,2886.0,58.2,26369.0,12.25,0
V6097,76.03,0.915,11.52,42.9,2063.0,67.0,2871.0,5.63,0
V6098,99.81,7.175,10.98,14.1,2057.0,56.4,44743.0,1.93,1
V6099,92.62,4.851,10.72,91.1,2524.0,64.6,806.0,6.77,1
V6100,93.23,1.029,13.21,95.8,2674.0,85.3,51256.0,0.95,0
V6101,89.01,0.874,12.71,76.2,1228.0,83.8,3388.0,0.96,0
V6102,86.99,0.397,12.32,75.4,2233.0,90.4,48033.0,6.26,0
V6103,85.62,2.11,13.74,31.7,3278.0,77.1,23431.0,3.28,0
V6104,88.2,1.242,13.63,16.7,1888.0,52.4,48896.0,3.25,0
V6105,104.24,4.66,12.14,82.2,2275.0,56.3,6708.0,3.41,1
V6106,76.76,6.328,11.93,60.3,2710.0,82.1,5619.0,0.54,0
V6107,85.37,0.869,13.18,71.3,2443.0,76.5,12791.0,1.72,0
V6108,76.41,0.554,13.11,80.2,1675.0,57.6,23859.0,3.4,0
V6109,85.65,5.482,12.6,46.8,2166.0,69.9,13128.0,1.14,0
V6110,81.15,2.277,11.83,23.0,1580.0,100.0,3851.0,2.8,0
V6111,116.47,6.112,12.14,81.6,1666.0,89.0,17689.0,3.26,1
V6112,84.68,2.609,13.46,50.8,2754.0,97.5,55051.0,11.45,0
V6113,84.76,,12.48,84.4,2628.0,57.3,39369.0,1.13,1
V6114,83.93,4.362,12.97,49.4,3093.0,100.0,148754.0,2.31,0
V6115,100.39,5.915,10.73,29.5,2662.0,67.2,25765.0,15.96,1
V6116,98.39,0.711,13.44,25.4,2129.0,98.6,18210.0,0.83,0
V6117,80.28,0.309,12.32,77.0,1693.0,80.4,53241.0,6.06,0
V6118,72.34,0.717,12.19,61.7,2899.0,84.4,23893.0,0.78,0
V6119,91.53,0.432,12.95,46.4,2513.0,85.4,43342.0,7.59,0
V6120,73.96,3.502,13.93,54.3,2600.0,76.5,131585.0,2.68,0
V6121,81.51,1.169,13.95,59.5,2487.0,83.8,31119.0,14.33,0
V6122,89.84,7.211,10.73,31.5,2793.0,59.7,31028.0,0.75,1
V6123,89.78,4.132,11.41,44.0,1438.0,73.1,67158.0,4.66,1
V6124,90.51,1.154,14.46,36.3,1593.0,86.7,63491.0,4.75,0
V6125,79.53,0.885,12.59,45.0,1764.0,,32677.0,5.08,0
V6126,82.81,1.083,13.97,55.1,2382.0,69.7,3011.0,0.43,0
V6127,84.89,0.562,13.59,25.6,1971.0,78.5,177848.0,1.36,0
V6128,102.74,9.264,11.39,45.4,2764.0,54.5,21318.0,1.65,1
V6129,85.78,1.853,12.73,44.7,2192.0,90.7,17137.0,1.57,0
V6130,105.01,5.209,10.77,35.7,3359.0,43.8,179663.0,4.5,1
V6131,101.89,3.942,11.82,99.9,3057.0,74.6,92555.0,0.23,1
V6132,104.21,5.541,12.5,16.6,2270.0,86.4,18036.0,5.24,1
V6133,88.63,0.995,12.02,67.9,1521.0,76.2,16588.0,2.99,0
V6134,72.34,4.539,12.9,25.7,2545.0,68.0,57437.0,0.76,0
V6135,85.4,1.551,13.98,85.6,1643.0,91.5,18312.0,1.03,0
V6136,93.2,4.435,12.06,92.3,1713.0,64.7,13032.0,0.41,1
V6137,106.2,7.455,11.58,46.1,2003.0,100.0,175306.0,2.46,1
V6138,79.46,0.981,12.01,84.1,1994.0,71.9,37532.0,3.61,0
V6139,79.73,2.726,12.4,32.5,2476.0,71.3,64691.0,3.48,0
V6140,85.91,5.822,12.32,22.6,2364.0,85.9,56181.0,13.12,1
V6141,89.29,1.148,13.08,38.4,1695.0,70.3,63389.0,1.4,0
V6142,103.64,5.431,11.13,40.8,2052.0,76.4,105168.0,5.74,1
V6143,81.74,0.661,13.38,45.8,1520.0,83.6,31261.0,5.14,0
V6144,92.26,1.139,12.68,43.6,2401.0,56.6,62995.0,0.25,0
V6145,95.54,5.948,13.71,47.0,1270.0,84.2,71713.0,10.64,1
V6146,,9.132,11.55,73.9,2083.0,,131666.0,10.71,1
V6147,95.68,8.956,10.91,32.1,1877.0,,56187.0,2.02,1
V6148,90.97,2.756,13.53,11.7,2473.0,69.7,100410.0,2.16,0
V6149,87.6,1.58,13.97,54.1,1796.0,55.3,4494.0,6.85,0
V6150,103.21,0.23,13.0,50.3,1775.0,100.0,6065.0,2.73,0
V6151,78.18,3.829,12.54,15.4,2398.0,77.5,7757.0,6.42,0
V6152,89.14,4.221,13.03,22.0,2425.0,65.2,7040.0,0.15,0
V6153,80.77,2.728,12.63,55.9,1677.0,77.1,4121.0,1.15,0
V6154,78.05,1.639,12.85,31.1,2494.0,100.0,5884.0,0.38,0
V6155,106.89,6.578,10.72,89.0,3428.0,60.1,247468.0,2.42,1
V6156,95.35,6.367,11.8,25.6,1964.0,84.9,14297.0,7.7,1
V6157,108.35,1.754,12.31,11.8,1586.0,61.3,29258.0,3.37,0
V6158,83.53,0.433,13.36,50.3,2228.0,82.2,77572.0,2.94,0
V6159,75.96,3.459,12.82,98.8,1509.0,65.1,5666.0,1.82,0
V6160,106.94,4.289,11.65,67.0,2071.0,72.5,17181.0,0.26,1
V6161,79.81,7.17,11.56,41.9,1947.0,77.4,7808.0,5.82,1
V6162,84.26,1.219,13.12,11.5,2546.0,94.8,2907.0,3.38,0
V6163,94.63,3.465,12.01,53.6,1322.0,52.9,145705.0,10.69,1
V6164,98.98,8.483,10.91,28.6,1411.0,100.0,87950.0,2.26,1
V6165,92.79,4.829,11.96,68.3,2391.0,46.2,95149.0,2.05,0
V6166,95.64,4.898,11.4,62.5,2471.0,79.9,91355.0,14.65,1
V6167,96.58,6.307,11.63,33.9,1126.0,75.9,7556.0,0.61,1
V6168,78.87,1.546,12.14,16.2,2960.0,73.0,69170.0,1.16,0
V6169,75.98,1.616,12.41,78.0,2638.0,75.5,58567.0,2.68,0
V6170,87.48,,12.79,62.7,1864.0,82.8,116812.0,2.97,0
V6171,74.81,1.599,11.62,85.8,2248.0,81.9,11142.0,3.18,0
V6172,96.89,5.689,11.26,33.4,1215.0,72.3,24053.0,0.95,1
V6173,77.04,2.178,12.71,68.8,2552.0,85.5,15726.0,10.46,0
V6174,100.94,2.896,11.84,20.7,1777.0,71.6,13423.0,4.86,1
V6175,99.41,2.432,12.36,36.3,2022.0,76.4,47549.0,1.2,0
V6176,74.59,0.758,14.21,69.1,2145.0,92.4,8058.0,1.39,0
V6177,70.18,3.502,12.15,84.3,2804.0,92.8,28131.0,8.49,0
V6178,84.0,4.242,12.7,38.9,2434.0,90.7,46812.0,1.91,0
V6179,103.77,5.685,11.96,81.9,2020.0,59.6,6282.0,3.25,1
V6180,86.75,5.84,12.31,71.0,1905.0,81.4,13366.0,0.51,0
V6181,81.43,4.769,13.05,41.4,2313.0,81.9,154008.0,1.16,0
V6182,83.39,2.461,13.38,88.9,2157.0,,71408.0,2.16,0
V6183,87.94,1.624,12.1,55.8,2079.0,86.9,50848.0,4.27,0
V6184,100.53,7.652,11.22,68.3,2203.0,65.6,87198.0,1.32,1
V6185,69.36,5.914,,54.6,2065.0,69.3,633.0,12.04,0
V6186,82.05,2.608,13.27,50.7,1417.0,36.9,500.0,0.99,0
V6187,86.71,1.348,12.51,86.3,2171.0,73.8,7524.0,6.04,0
V6188,77.66,3.264,14.1,36.5,2189.0,69.5,30767.0,1.81,0
V6189,118.43,6.03,11.75,13.3,2267.0,67.1,37976.0,7.17,1
V6190,79.92,0.883,13.47,89.2,1698.0,63.3,5431.0,10.26,0
V6191,,4.304,12.18,84.3,1800.0,98.1,3376.0,0.83,1
V6192,,4.227,12.06,43.0,3020.0,34.7,79299.0,2.7,0
V6193,89.56,5.069,11.69,26.7,1830.0,56.0,28102.0,0.67,1
V6194,70.23,1.299,12.99,70.8,2455.0,100.0,220145.0,4.89,0
V6195,81.57,4.929,12.85,17.1,1802.0,89.8,11723.0,7.14,0
V6196,93.24,4.141,13.12,48.1,1254.0,79.6,46884.0,1.97,0
V6197,82.3,1.503,11.74,17.7,2148.0,74.9,73423.0,2.02,0
V6198,89.15,9.545,11.88,63.8,2506.0,66.2,92733.0,0.91,1
V6199,97.65,7.405,12.05,12.4,2033.0,55.9,16458.0,1.46,1
V6200,82.35,2.617,11.73,66.6,1202.0,80.5,9665.0,1.57,0
V6201,92.8,3.532,11.97,70.6,1083.0,87.0,11534.0,0.68,1
V6202,99.17,3.366,10.84,53.8,2777.0,64.6,49448.0,1.48,1
V6203,105.63,3.309,11.33,25.8,2193.0,47.7,33248.0,9.51,1
V6204,122.02,5.804,12.19,19.1,2504.0,85.0,41120.0,1.57,1
V6205,91.62,0.326,11.89,38.2,2316.0,,933.0,1.28,0
V6206,100.51,4.921,9.85,51.9,1625.0,87.5,22315.0,1.94,1
V6207,80.95,3.789,13.33,67.8,2072.0,72.6,16708.0,12.9,0
V6208,76.79,0.767,12.64,10.1,1351.0,42.6,89707.0,5.79,0
V6209,85.5,3.328,12.76,74.0,2673.0,56.6,67377.0,0.9,0
V6210,98.07,5.516,11.77,74.1,2360.0,94.3,25262.0,5.59,1
V6211,76.37,,11.95,50.0,2570.0,54.7,44806.0,5.81,0
V6212,98.02,9.086,11.55,40.9,2845.0,85.5,2198.0,11.99,1
V6213,,4.469,11.73,85.8,2022.0,59.7,45632.0,8.87,1
V6214,104.65,1.824,12.63,80.6,1829.0,58.2,4602.0,0.4,1
V6215,89.03,0.636,12.45,98.5,2147.0,100.0,56332.0,2.42,0
V6216,105.87,5.95,11.54,43.5,2834.0,100.0,38382.0,4.86,1
V6217,101.25,6.093,11.85,91.6,1417.0,77.4,16082.0,14.5,1
V6218,80.89,2.123,12.32,17.9,2210.0,67.7,20852.0,0.36,0
V6219,75.41,2.45,12.62,47.0,2602.0,90.5,4249.0,1.84,0
V6220,113.36,4.275,12.26,51.9,2354.0,51.3,17540.0,2.71,1
V6221,85.11,1.198,13.47,49.7,2737.0,93.2,153292.0,2.13,0
V6222,83.2,2.176,12.69,66.3,1432.0,100.0,29965.0,2.43,0
V6223,77.57,0.473,13.21,25.3,2744.0,83.7,28931.0,1.84,0
V6224,122.11,3.152,10.89,88.0,1888.0,57.6,44648.0,14.11,1
V6225,76.41,3.049,,59.7,1152.0,97.9,29813.0,6.5,0
V6226,93.54,2.447,10.61,91.4,2037.0,79.7,19768.0,5.34,1
V6227,88.33,1.675,13.56,10.2,1781.0,72.9,6762.0,2.12,0
V6228,89.8,2.291,13.28,66.7,2118.0,60.5,44780.0,8.53,0
V6229,92.66,6.449,12.59,47.1,1440.0,57.9,62190.0,0.39,0
V6230,112.51,4.782,10.81,55.5,2138.0,92.3,115438.0,0.62,1
V6231,89.05,0.454,12.98,76.9,1913.0,73.9,500.0,12.32,0
V6232,76.55,7.495,12.9,30.4,3194.0,73.7,3104.0,3.35,0
V6233,82.94,5.162,12.83,28.4,2287.0,76.9,103350.0,0.69,0
V6234,87.46,2.403,12.79,73.3,2314.0,45.7,44882.0,11.92,0
V6235,105.06,5.331,12.62,56.9,2086.0,74.7,142558.0,14.73,1
V6236,73.82,1.082,12.73,31.0,2824.0,74.9,25362.0,8.53,0
V6237,94.62,1.993,13.18,53.6,2443.0,97.4,24256.0,1.09,0
V6238,86.44,1.025,14.45,51.4,2957.0,87.4,18990.0,1.31,0
V6239,91.7,3.182,12.49,72.2,2727.0,56.8,6935.0,2.09,0
V6240,98.0,12.349,11.75,10.2,2007.0,69.1,21412.0,3.46,1
V6241,78.26,1.494,13.15,62.8,2565.0,90.7,664.0,19.41,0
V6242,91.01,1.831,12.99,64.5,2607.0,55.5,32038.0,12.51,0
V6243,102.37,6.006,12.12,77.1,2672.0,100.0,84541.0,10.16,1
V6244,97.34,5.009,11.15,90.0,2401.0,74.4,17434.0,0.37,1
V6245,84.89,3.054,13.22,49.6,1528.0,83.0,4474.0,5.66,0
V6246,80.2,4.342,11.9,40.8,2185.0,68.4,163823.0,8.38,0
V6247,72.53,1.289,14.08,19.2,2256.0,68.2,6214.0,1.62,0
V6248,102.81,5.837,12.1,40.3,2235.0,61.2,33851.0,0.99,1
V6249,88.39,3.345,12.8,16.2,2774.0,98.1,74540.0,5.52,0
V6250,77.27,0.945,13.63,82.3,1878.0,83.9,13087.0,0.38,0
V6251,80.69,0.682,12.82,82.6,2268.0,60.5,82887.0,11.31,0
V6252,81.27,1.268,13.01,47.6,2165.0,85.6,36641.0,0.68,0
V6253,73.14,3.465,12.59,33.4,2542.0,89.1,18152.0,2.45,0
V6254,78.46,0.902,13.49,20.6,3105.0,91.2,90342.0,16.25,0
V6255,87.5,2.195,10.65,86.6,2511.0,79.2,43779.0,17.77,1
V6256,81.7,2.041,13.47,89.0,2478.0,77.6,42998.0,5.98,0
V6257,79.09,2.306,12.97,34.0,1690.0,61.0,31554.0,7.31,0
V6258,80.03,7.221,11.87,66.0,1428.0,95.0,14455.0,13.67,1
V6259,101.18,2.076,12.11,33.3,2328.0,85.0,16364.0,10.49,0
V6260,95.02,0.518,13.04,30.3,2107.0,89.8,4149.0,3.89,0
V6261,97.35,4.474,10.42,11.9,2430.0,46.8,12571.0,5.31,1
V6262,87.18,3.65,13.04,61.9,1894.0,89.3,14647.0,3.6,0
V6263,88.34,1.143,14.16,23.5,2901.0,75.4,2722.0,2.82,0
V6264,101.76,3.358,10.39,11.1,1602.0,87.4,5260.0,8.51,1
V6265,78.45,2.186,12.91,19.4,2102.0,57.0,14178.0,5.36,0
V6266,153.74,3.393,12.62,38.2,2004.0,100.0,50890.0,7.86,0
V6267,80.62,3.745,12.38,70.2,2749.0,65.2,9163.0,0.4,0
V6268,74.31,4.479,12.53,28.2,2084.0,92.3,33202.0,3.44,0
V6269,90.79,5.422,13.88,89.9,1911.0,71.9,31909.0,1.6,0
V6270,95.33,0.913,14.04,36.0,2240.0,100.0,80820.0,2.88,0
V6271,105.7,0.245,12.37,39.8,1806.0,79.5,42276.0,3.8,0
V6272,75.4,1.499,13.24,29.6,2189.0,100.0,112001.0,7.48,0
V6273,90.59,0.852,12.45,32.8,2135.0,73.9,44511.0,0.13,0
V6274,86.57,4.837,10.91,16.7,3645.0,58.3,1163.0,0.72,1
V6275,,4.386,10.03,36.5,1969.0,79.4,21620.0,10.18,1
V6276,73.24,4.3,14.28,87.4,2155.0,73.0,54036.0,13.68,0
V6277,74.9,2.401,13.66,72.0,2309.0,65.9,29007.0,0.23,0
V6278,78.79,1.185,12.61,88.8,2337.0,93.6,24466.0,1.61,0
V6279,85.63,37.35,13.17,19.4,2722.0,54.7,50101.0,0.1,0
V6280,79.87,3.476,12.76,51.0,3161.0,100.0,15142.0,5.67,0
V6281,102.01,3.888,11.96,30.6,1799.0,72.2,107849.0,4.58,1
V6282,93.22,1.587,12.8,74.9,2419.0,54.6,23984.0,3.33,0
V6283,97.17,4.257,10.81,97.3,2118.0,80.8,44890.0,4.71,1
V6284,97.95,1.794,12.6,83.4,2365.0,77.7,181623.0,3.09,0
V6285,88.33,0.965,13.36,13.2,2755.0,72.7,69271.0,1.09,0
V6286,75.26,2.534,14.33,38.5,3014.0,65.6,34132.0,5.62,0
V6287,95.91,2.712,12.83,12.6,2637.0,94.7,88279.0,6.12,0
V6288,89.89,2.305,10.83,13.6,2358.0,83.1,36989.0,7.7,1
V6289,101.09,7.245,11.86,17.2,2713.0,67.7,26225.0,12.32,1
